Sr. No,RoadName,Description,Latitude,Longitude
2564,Kranji Rd,Opp Ordinance Supply Base,1.430192651,103.7558463
2565,Kranji Rd,Kranji Wtr Reclam Plt,1.428851545,103.7562262
2566,Kranji Rd,Aft Jln Lam Huat,1.432459722,103.7554333
2567,Kranji Rd,Blk 2,1.432187271,103.7556844
2568,Kranji Rd,Aft SMRT Buses Kranji Depot,1.435287378,103.7549427
2569,Kranji Rd,Lip Guan Ind,1.434875119,103.7552111
2570,Sg Kadut Ave,Tan Chiang Bros Marble,1.408121819,103.7536119
2571,Sg Kadut Ave,Bef Sg Kadut Way,1.407971953,103.7535209
2572,Kranji Way,Ctrl Granite Ind,1.438306578,103.7436539
2573,Kranji Way,Bef Fishing Ground A,1.438419103,103.7431625
2574,Kranji Way,Daiya Engrg,1.4366675,103.7468403
2575,Kranji Way,Econ Group,1.437071874,103.7458126
2576,Kranji Way,Tong Seng Concrete Ltd,1.435632665,103.7485507
2577,Kranji Way,OPP SHINGDA CONSTRN,1.43471927,103.7508663
2578,Kranji Way,Aft Kranji Cres,1.434679676,103.7505332
2579,Kranji Loop,Dapolite Ind,1.436898167,103.7540664
2580,Kranji Loop,Aft Kranji Rd,1.436469771,103.7537345
2581,Kranji Way,Kranji Reservoir Pk B,1.438367428,103.7357845
2582,Neo Tiew Cres,Sg Buloh Wetland Reserve,1.445136675,103.7298381
2583,Kranji Way,PUB Quarter,1.438687412,103.735096
2584,Kranji Way,Opp PUB Quarter,1.438537582,103.735623
2585,Neo Tiew Cres,Long Kuan Hung Crocodile Farm,1.440307778,103.7321017
2586,Neo Tiew Cres,Opp Nyee Phoe Group,1.440578932,103.7279275
2587,Neo Tiew Cres,Aft Neo Tiew Rd,1.437055207,103.7254678
2588,Kg Java Rd,Opp Parish Of Christ Ch,1.31182,103.8471978
2589,Keng Lee Rd,Parish Of Christ Ch,1.31194891,103.8476386
2590,Thomson Rd,United Sq,1.317353354,103.844217
2591,Thomson Rd,Opp United Sq,1.316479416,103.8448428
2592,Thomson Rd,Opp Novena Ch,1.321273073,103.8417717
2593,Thomson Rd,Novena Stn Exit B,1.321099684,103.842243
2594,Thomson Rd,Novena Stn,1.31962671,103.8434386
2595,Thomson Rd,Novena Lodge,1.323623333,103.8416155
2596,Thomson Rd,Opp Novena Lodge,1.323541087,103.8418933
2597,Thomson Rd,Thomson Med Ctr,1.325878056,103.8418119
2598,Thomson Rd,Opp Thomson Med Ctr,1.324894534,103.8421174
2599,Newton Rd,Opp Hotel Royal,1.317435,103.8414379
2600,Newton Rd,Hotel Royal,1.317021631,103.8416478
2601,Norfolk Rd,Bef Carlisle Rd,1.31572307,103.847075
2602,Norfolk Rd,Opp Carlisle Rd,1.315839417,103.8469337
2603,Owen Rd,Blk 41A,1.316631636,103.8502485
2604,Owen Rd,Blk 51,1.316654934,103.8504472
2605,Moulmein Rd,Revival Ctr Ch,1.31875833,103.846555
2606,Moulmein Rd,St. Joseph Instn Jnr,1.318295032,103.8458185
2607,Moulmein Rd,Natl Skin Ctr,1.319303042,103.8493392
2608,Moulmein Rd,Opp Tan Tock Seng Hosp,1.318988088,103.8492903
2609,Kim Keat Rd,Bef Kim Keat Lane,1.324560661,103.8532662
2610,Balestier Rd,Bef Jln Dusun,1.326657006,103.8436601
2611,Balestier Rd,Aft Irrawaddy Rd,1.326474012,103.8442081
2612,Balestier Rd,Zhongshan Mall,1.326633889,103.84641
2613,Balestier Rd,Opp Zhongshan Mall,1.326404021,103.8464203
2614,Balestier Rd,Opp Public Man,1.326062296,103.8484919
2615,Balestier Rd,Bef Balestier Plaza,1.326045,103.8490239
2616,Balestier Rd,Opp Shaw Plaza,1.324968248,103.8505089
2617,Balestier Rd,Shaw Plaza,1.324904722,103.8509656
2618,Balestier Rd,Aft Pegu Rd,1.323927828,103.8515818
2619,Balestier Rd,Opp Balestier Pt,1.323069687,103.8525671
2620,Balestier Rd,Opp Balestier Twrs,1.321438059,103.8530378
2621,Balestier Rd,Balestier Twrs,1.320957647,103.8528349
2622,Balestier Rd,Northlight Sch,1.318724722,103.8549258
2623,Balestier Rd,S'pore Indian Assn,1.318318362,103.8550917
2624,Balestier Rd,Opp S'pore Khalsa Assn,1.317248028,103.8572754
2625,Balestier Rd,S'pore Khalsa Assn,1.317282397,103.8567139
2626,Rangoon Rd,Farrer Pk Stn Exit A,1.312405,103.854865
2627,Rangoon Rd,Opp Farrer Pk Stn,1.312363889,103.8550789
2628,Rangoon Rd,Kentish Lodge,1.316088272,103.8532233
2629,Gloucester Rd,Farrer Pk Stn Exit D,1.31251,103.8526781
2630,Kent Rd,Kentish Green,1.31587261,103.8517857
2631,Dorset Rd,Aft Gloucester Rd,1.313684504,103.8508308
2632,Mcnair Rd,Blk 122,1.318629193,103.8572788
2633,Towner Rd,Blk 107,1.319304818,103.8595769
2634,Dorset Rd,Farrer Pk Tennis Ctr,1.312160154,103.8485777
2635,Whampoa Dr,Blk 82,1.32337986,103.8562615
2636,Thomson Rd,Opp Tan Tong Meng Twr,1.327841667,103.8406111
2637,Thomson Rd,Thomson Flyover,1.32894249,103.8406651
2638,Thomson Rd,Old Police Academy,1.330411111,103.8391331
2639,Thomson Rd,Opp Old Police Academy,1.330254968,103.8397134
2640,Thomson Rd,S'pore Polo Club,1.331629064,103.8385999
2641,Thomson Rd,Opp S'pore Polo Club,1.331658287,103.8388887
2642,Thomson Rd,Opp SLF Cplx,1.333435587,103.8379173
2643,Thomson Rd,SLF Cplx,1.333821315,103.8379581
2644,Thomson Rd,AFT ANDREW RD,1.336353527,103.837078
2645,Thomson Rd,AFT TOA PAYOH RISE,1.337032583,103.8373502
2646,Thomson Rd,Mt Alvernia Hosp,1.341257853,103.8366044
2647,Thomson Rd,Macritchie Reservoir,1.34219257,103.8359658
2648,Thomson Rd,Opp Macritchie Reservoir,1.341782899,103.8361539
2649,Marymount Rd,Opp Marymount Convent Sch,1.340554969,103.8388881
2650,Marymount Rd,Bef Marymount Convent Sch,1.341549697,103.8396258
2651,PIE,Opp Catholic JC,1.326480609,103.8340187
2652,Whitley Rd,Catholic JC,1.325881667,103.8345342
2653,PIE,Old Police Academy,1.327536375,103.8372482
2654,Whitley Rd,Opp Old Police Academy,1.327092778,103.8397081
2655,Lornie Rd,Opp Andrew Rd,1.340648333,103.8327133
2656,Lornie Rd,Bef Andrew Rd,1.340143056,103.8325758
2657,Braddell Rd,Opp Braddell View,1.344092618,103.8393477
2658,Braddell Rd,Braddell View,1.344366884,103.8403226
2659,Lor 6 Toa Payoh,Toa Payoh Int,1.332020834,103.8469276
2660,Braddell Rd,Bef Bishan Rd,1.345041273,103.842634
2661,Braddell Rd,Aft Bishan Rd,1.344033333,103.8436817
2662,Braddell Rd,OPP BLK 1004,1.344313138,103.8476609
2663,Braddell Rd,Blk 1004,1.343599183,103.8473654
2664,Braddell Rd,OPP BLK 998,1.34404853,103.8502616
2665,Braddell Rd,Aft Muhajirin Mque,1.343338177,103.8513031
2666,Jln Tenteram,Blk 19,1.327211518,103.8597876
2667,Braddell Rd,BLK 147,1.343388207,103.8546926
2668,Braddell Rd,Blk 219,1.343097459,103.8562259
2669,Braddell Rd,BCA Academy,1.34352174,103.8587388
2670,Braddell Rd,Comfortdelgro Corp Ltd,1.3431439,103.8585661
2671,Jln Toa Payoh,Trellis Twrs,1.329914169,103.8438184
2672,Jln Toa Payoh,Opp Trellis Twrs,1.329314772,103.8438289
2673,Jln Toa Payoh,Aft Blk 195,1.330813893,103.8608408
2674,Jln Toa Payoh,Opp Blk 195,1.329916903,103.8602737
2675,Kim Keat Rd,Opp NKF,1.326523285,103.8548891
2676,Jln Bahagia,Bet Blks 33/34,1.326976667,103.8581711
2677,Jln Tenteram,Opp Blk 65,1.327826759,103.8581076
2678,Jln Bahagia,Blk 29,1.325446667,103.8593811
2679,Lor 1 Toa Payoh,Blk 163,1.332207036,103.8441975
2680,Lor 1 Toa Payoh,Oleander Twrs,1.332718333,103.8440442
2681,Lor 1 Toa Payoh,Philips S'pore,1.336277405,103.8433346
2682,Lor 1 Toa Payoh,Opp Philips S'pore,1.336404989,103.843574
2683,Lor 1 Toa Payoh,Blk 131,1.338340014,103.8436571
2684,Lor 1 Toa Payoh,Blk 128,1.338108035,103.8438564
2685,Lor 1 Toa Payoh,Braddell Stn/Blk 111,1.340938301,103.8454065
2686,Lor 1 Toa Payoh,Blk 117,1.340131833,103.8446598
2687,Lor 1 Toa Payoh,Braddell Stn/Blk 107,1.340949885,103.8477798
2688,Lor 1 Toa Payoh,Braddell Stn/Blk 106,1.340690181,103.8480349
2689,Lor 2 Toa Payoh,Opp Toa Payoh Stn,1.33306634,103.8465607
2690,Lor 2 Toa Payoh,Toa Payoh Stn,1.333185,103.8467831
2691,Lor 2 Toa Payoh,Blk 138B,1.336361386,103.8460839
2692,Lor 2 Toa Payoh,Blk 84B,1.335473017,103.8466386
2693,Lor 2 Toa Payoh,Blk 121,1.339180307,103.8465076
2694,Lor 2 Toa Payoh,Blk 101C CP,1.339258732,103.8467845
2695,Toa Payoh Rise,Lighthouse Sch,1.338321899,103.8408153
2696,Toa Payoh Rise,Bef Caldecott Stn,1.338145284,103.8408689
2697,Lor 3 Toa Payoh,Opp Jackson Sq,1.338011621,103.8482286
2698,Lor 3 Toa Payoh,Jackson Sq,1.337750234,103.8488029
2699,Toa Payoh Ctrl,Opp Blk 177,1.33430499,103.8487842
2700,Toa Payoh Ctrl,Blk 177,1.334121944,103.8489481
2701,Toa Payoh Rise,Opp Caldecott Stn,1.338046111,103.838995
2702,Toa Payoh Rise,Aft Caldecott Stn,1.33783,103.8386
2703,Lor 4 Toa Payoh,Chung Hwa Free Clinic,1.332969806,103.8514209
2704,Lor 4 Toa Payoh,Opp Chung Hwa Free Clinic,1.332787465,103.8516569
2705,Lor 4 Toa Payoh,Opp Blk 73,1.334031673,103.8512814
2706,Lor 4 Toa Payoh,Blk 73,1.334042399,103.8514745
2707,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472
2708,Lor 4 Toa Payoh,Blk 56,1.337024206,103.8499296
2709,Lor 5 Toa Payoh,Blk 68,1.334446111,103.8536242
2710,Lor 5 Toa Payoh,Blk 34,1.335019343,103.8538649
2711,Lor 5 Toa Payoh,Blk 59,1.33697006,103.8522471
2712,Lor 5 Toa Payoh,Blk 50,1.337159677,103.8523193
2713,Toa Payoh East,Blk 35,1.334110361,103.854626
2714,Toa Payoh East,Opp Blk 35,1.333903007,103.8546763
2715,Toa Payoh East,Blk 23,1.33435801,103.8572184
2716,Toa Payoh East,Blk 25,1.334121389,103.8571261
2717,Lor 6 Toa Payoh,Toa Payoh Stadium,1.331258988,103.8527071
2718,Lor 6 Toa Payoh,Opp Toa Payoh Stadium,1.331468175,103.8526869
2719,Lor 6 Toa Payoh,Blk 27,1.332463066,103.8558103
2720,Lor 6 Toa Payoh,Opp Blk 26,1.332871667,103.8558608
2721,Lor 6 Toa Payoh,Pei Chun Public Sch,1.336257778,103.8556225
2722,Lor 6 Toa Payoh,United Medicare Ctr,1.336193056,103.8554425
2723,Lor 6 Toa Payoh,Blk 2,1.338368007,103.8532801
2724,Lor 6 Toa Payoh,Blk 52,1.338628333,103.8526889
2725,Lor 6 Toa Payoh,Blk 1,1.339744089,103.8529812
2726,Lor 6 Toa Payoh,Blk 237,1.340018333,103.8527333
2727,Lor 8 Toa Payoh,First Toa Payoh Pr Sch,1.339929649,103.8565159
2728,Lor 8 Toa Payoh,Braddell Tech Bldg,1.33988664,103.8583063
2729,Lor 8 Toa Payoh,Blk 227,1.339726129,103.8580821
2730,Lor 8 Toa Payoh,Opp Blk 231,1.337651389,103.8598835
2731,Lor 8 Toa Payoh,Blk 231,1.336964494,103.8597339
2732,Jln Rajah,Blk 102,1.328301861,103.8508287
2733,Jln Rajah,Opp Blk 102,1.328019712,103.8510525
2734,Jln Rajah,Blk 105,1.328186667,103.8539267
2735,Jln Rajah,Curtin S'pore,1.328033056,103.8539175
2736,Lor 7 Toa Payoh,Blk 17A,1.336309751,103.8571294
2737,Lor 7 Toa Payoh,Opp Blk 5,1.338251111,103.8554117
2738,Lor 1 Toa Payoh,Blk 202,1.340831657,103.84976
2739,Lor 1 Toa Payoh,Toa Payoh Police Ctr,1.340449459,103.8500031
2740,Whampoa Rd,Blk 114,1.325319922,103.8573193
2741,Ah Hood Rd,EASB,1.327639883,103.8456512
2742,Ah Hood Rd,Opp EASB,1.327496177,103.8457862
2743,Lor 8 Toa Payoh,Toa Payoh Polyclinic,1.335248333,103.8585928
2744,Lor 8 Toa Payoh,Opp Toa Payoh Polyclinic,1.335362778,103.8587119
2745,Whampoa Rd,St. Michael's Ter,1.326037598,103.8553721
2746,Lor 6 Toa Payoh,Toa Payoh Swim Cplx,1.330902209,103.8501176
2747,Lor 6 Toa Payoh,Opp Toa Payoh Swim Cplx,1.331157123,103.8501763
2748,Lor 8 Toa Payoh,Bef Blk 221,1.341326435,103.8573349
2749,Lor 8 Toa Payoh,Blk 210 Mkt/FC,1.339918056,103.8538625
2750,Toa Payoh Rise,Caldecott Stn,1.337356841,103.8394107
2751,Bishan St 13,Bishan Int,1.350455412,103.8498808
2752,Upp Thomson Rd,ST. THERESA'S HME,1.345553511,103.8382634
2753,Upp Thomson Rd,OPP ST. THERESA'S HME,1.346003496,103.8387178
2754,Upp Thomson Rd,Opp Shunfu Est,1.349679968,103.8365246
2755,Upp Thomson Rd,Shunfu Est,1.349392408,103.8372922
2756,Upp Thomson Rd,Thomson CC,1.351446817,103.8359107
2757,Upp Thomson Rd,Bef Thomson Ridge,1.353078316,103.834364
2758,Upp Thomson Rd,Bef Jln Todak,1.353626646,103.8342217
2759,Upp Thomson Rd,Bef Thomson Plaza,1.354707338,103.8323212
2760,Upp Thomson Rd,Opp Thomson Plaza,1.35539999,103.8314804
2761,Upp Thomson Rd,Bef Windsor Pk Rd,1.357158301,103.8288351
2762,Upp Thomson Rd,Aft Windsor Pk Rd,1.357771593,103.8289435
2763,Upp Thomson Rd,Opp Flame Tree Pk,1.360633337,103.8283425
2764,Upp Thomson Rd,Flame Tree Pk,1.360826667,103.8286433
2765,Upp Thomson Rd,Opp Faber Gdn,1.363193038,103.8278347
2766,Upp Thomson Rd,Faber Gdn,1.364131642,103.8282369
2767,Upp Thomson Rd,Bef Ang Mo Kio Ave 1,1.36482026,103.8279238
2768,Upp Thomson Rd,Aft Ang Mo Kio Ave 1,1.366606382,103.8284287
2769,Marymount Rd,Bef Marymount Lane,1.345496389,103.8389014
2770,Marymount Rd,Aft Bishan St 21,1.345358333,103.8391767
2771,Marymount Rd,Marymount Stn,1.350166942,103.8394742
2772,Marymount Rd,Opp Marymount Stn,1.349680577,103.8397803
2773,Marymount Rd,Blk 319,1.353158052,103.8403128
2774,Marymount Rd,Marymount View,1.35256346,103.8404367
2775,Marymount Rd,Opp Whitley Sec Sch,1.355665008,103.8413271
2776,Marymount Rd,Whitley Sec Sch,1.355481111,103.8416123
2777,Marymount Rd,Opp Blk 263A CP,1.359506347,103.8413406
2778,Marymount Rd,Blk 260,1.359686641,103.8417353
2779,Marymount Rd,Opp Blk 254,1.362211424,103.8421446
2780,Marymount Rd,Blk 254,1.362134687,103.8424879
2781,Sin Ming Rd,Blk 23,1.354661389,103.8363069
2782,Sin Ming Rd,Sin Ming Plaza,1.353039634,103.8358231
2783,Sin Ming Rd,Amtech Bldg,1.356072799,103.83781
2784,Sin Ming Rd,Blk 25,1.354963333,103.8368111
2785,Sin Ming Rd,Blk 7 Ind Est,1.358379448,103.8390892
2786,Sin Ming Rd,Blk 22A CP,1.357548308,103.8389924
2787,Sin Ming Dr,Opp Nea Reg Off,1.361285011,103.8385025
2788,Sin Ming Dr,Aft Nea Reg Off,1.360998287,103.8385267
2789,Bishan Rd,Opp Raffles Instn,1.347071695,103.8471267
2790,Bishan Rd,Raffles Instn,1.346061111,103.8465836
2791,Bishan St 11,BLK 115,1.348168406,103.8484544
2792,Bishan St 11,Blk 501,1.348223035,103.8492724
2793,Bishan Rd,BISHAN STN,1.350899978,103.8479799
2794,Bishan Rd,OPP BISHAN STN,1.351003056,103.8476588
2795,Bishan Rd,OPP BLK 217,1.356156392,103.8499566
2796,Bishan Rd,BLK 210,1.355383052,103.849119
2797,Bishan St 11,BLK 125,1.346788295,103.8519982
2798,Bishan St 11,Opp Blk 125,1.347115959,103.8519958
2799,Bishan St 14,Opp Bishan Stadium,1.352859758,103.8517906
2800,Bishan St 14,Bishan Stadium,1.353357924,103.851119
2801,Bishan St 13,Opp Kuo Chuan Presby Sch,1.349346111,103.853915
2802,Bishan St 13,Kuo Chuan Presby Sch,1.349702654,103.853913
2803,Bishan St 13,Blk 169,1.346656389,103.8543208
2804,Bishan St 13,Zion Bible Presby Ch,1.347206111,103.8545811
2805,Shunfu Rd,Shunfu Mart,1.35231395,103.837114
2806,Shunfu Rd,Blk 314,1.351740117,103.8379455
2807,Bishan St 21,Raffles Instn,1.348611389,103.8459236
2808,Bishan St 21,Opp Raffles Instn,1.348491378,103.8452725
2809,Bishan St 21,Opp Bosch,1.346845,103.8416239
2810,Bishan St 21,Bosch,1.347225,103.8412483
2811,Sin Ming Ave,CityCab,1.36135,103.8402947
2812,Sin Ming Ave,Opp CityCab,1.361539701,103.8404955
2813,Sin Ming Ave,Bef Bright Hill Tp,1.362854722,103.8370128
2814,Sin Ming Ave,Opp Bright Hill Tp,1.363129982,103.8367836
2815,Sin Ming Ave,Blk 407,1.363556389,103.8339417
2816,Sin Ming Ave,Bishan Pk Sec Sch,1.363739827,103.8337932
2817,Sin Ming Ave,Ai Tong Sch,1.360809722,103.8321175
2818,Sin Ming Ave,Opp Ai Tong Sch,1.361256667,103.8319617
2819,Sin Ming Ave,Blk 454,1.359298333,103.8303208
2820,Sin Ming Ave,Opp Blk 454,1.359473443,103.8301456
2821,Bishan St 22,Blk 257,1.359943333,103.8437957
2822,Bishan St 22,Blk 245,1.360186702,103.8438602
2823,Bishan St 22,Bishan Nth Shop Mall,1.358304328,103.8449621
2824,Bishan St 22,Opp Bishan Nth Shop Mall,1.358044737,103.8451693
2825,Bishan St 22,Opp Blk 203,1.354442917,103.8469632
2826,Bishan St 22,Blk 202,1.354640028,103.8470163
2827,Bishan St 12,Guangyang Sec Sch,1.345416667,103.8504889
2828,Bishan St 12,Blk 131,1.345346097,103.8512681
2829,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088
2830,Bishan St 11,BLK 151A MKT,1.345658889,103.8553811
2831,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369687699,103.8485672
2832,Ang Mo Kio Ave 6,Blk 207,1.365670448,103.8434104
2833,Ang Mo Kio Ave 6,Aft Blk 304,1.366186667,103.8441833
2834,Ang Mo Kio Ave 6,Opp Al-Muttaqin Mque,1.37008641,103.8453411
2835,Ang Mo Kio Ave 6,Bef Al-Muttaqin Mque,1.370917861,103.8456365
2836,Ang Mo Kio Ave 6,Opp Courts Ang Mo Kio,1.373483351,103.8449871
2837,Ang Mo Kio Ave 6,Courts Ang Mo Kio,1.373504722,103.8453257
2838,Ang Mo Kio Ave 6,Bef Ang Mo Kio Ave 5,1.376270004,103.8446581
2839,Ang Mo Kio Ave 6,Bef Ang Mo Kio Lib,1.376284989,103.844983
2840,Ang Mo Kio Ave 1,Blk 244,1.367288017,103.8340408
2841,Ang Mo Kio Ave 1,Opp Blk 244,1.366919972,103.8340556
2842,Ang Mo Kio Ave 1,BLK 310,1.364336649,103.8449067
2843,Ang Mo Kio Ave 1,OPP BLK 315,1.363898056,103.8458592
2844,Ang Mo Kio Ave 1,TECK GHEE CT,1.363589722,103.8478669
2845,Ang Mo Kio Ave 1,OPP ANG MO KIO SWIM CPLX,1.362970011,103.8484912
2846,Ang Mo Kio Ave 1,BLK 331,1.36167975,103.850928
2847,Ang Mo Kio Ave 1,OPP BLK 333,1.361187778,103.8510481
2848,Ang Mo Kio Ave 1,Aft Ang Mo Kio Ave 10,1.357320978,103.8546576
2849,Ang Mo Kio Ave 1,Bef Ang Mo Kio Ave 10,1.357081692,103.8543389
2850,Ang Mo Kio St 11,Opp Blk 255,1.371076646,103.8348293
2851,Ang Mo Kio St 11,Blk 255,1.370898333,103.8347669
2852,Ang Mo Kio Ave 4,BLK 258,1.370533052,103.836535
2853,Ang Mo Kio Ave 4,BLK 110,1.370469663,103.8367907
2854,Ang Mo Kio Ave 4,BLK 170,1.374471933,103.837564
2855,Ang Mo Kio Ave 4,BLK 163,1.3743,103.8376728
2856,Ang Mo Kio Ave 4,OPP BLK 155,1.376084986,103.8392761
2857,Ang Mo Kio Ave 4,BET BLKS 152/155,1.376381197,103.8395232
2858,Ang Mo Kio Ave 3,MAYFLOWER SEC SCH,1.368612222,103.8363483
2859,Ang Mo Kio Ave 3,OPP MAYFLOWER SEC SCH,1.368807771,103.836794
2860,Ang Mo Kio Ave 3,Opp Ang Mo Kio Pr Sch,1.36995608,103.8395934
2861,Ang Mo Kio Ave 3,Ang Mo Kio Pr Sch,1.369605779,103.8399327
2862,Ang Mo Kio Ave 3,Blk 129,1.369660125,103.8419391
2863,Ang Mo Kio Ave 3,Blk 209,1.369186094,103.8433202
2864,Ang Mo Kio Ave 3,Blk 700B,1.369135186,103.8461801
2865,Ang Mo Kio Ave 3,Blk 322,1.368738365,103.8471931
2866,Ang Mo Kio Ave 3,Blk 324,1.368754906,103.8466101
2867,Ang Mo Kio Ave 5,Aft Grandeur 8,1.376890028,103.846172
2868,Ang Mo Kio Ave 5,Opp Grandeur 8,1.377209444,103.8462822
2869,Ang Mo Kio Ave 3,Ang Mo Kio Stn,1.369469419,103.8507545
2870,Ang Mo Kio Ave 3,Opp Ang Mo Kio Stn,1.369210065,103.8511189
2871,Ang Mo Kio Ave 3,Blk 586,1.369963268,103.8535666
2872,Ang Mo Kio Ave 3,Blk 427,1.36968919,103.8540476
2873,Ang Mo Kio Ave 3,Blk 570,1.369490257,103.8560128
2874,Ang Mo Kio Ave 3,Blk 452,1.369103032,103.8561505
2875,Ang Mo Kio Ave 3,Blk 564,1.369188614,103.8588615
2876,Ang Mo Kio Ave 3,Opp Blk 565,1.368901527,103.8583266
2877,Ang Mo Kio Ave 3,Blk 5022,1.370195005,103.8628468
2878,Ang Mo Kio Ave 3,Opp Blk 5022,1.369888353,103.863066
2879,Ang Mo Kio Ave 8,Blk 332,1.361436108,103.8525751
2880,Ang Mo Kio Ave 8,Opp Christ The King Ch,1.362059691,103.8530548
2881,Ang Mo Kio Ave 8,Blk 354,1.363984674,103.8523779
2882,Ang Mo Kio Ave 8,Blk 420,1.364497725,103.8524798
2883,Ang Mo Kio Ave 8,Blk 346,1.367194737,103.8505685
2884,Ang Mo Kio Ave 8,Blk 422,1.367844701,103.8505797
2885,Ang Mo Kio Ave 8,Opp Blk 504,1.374621421,103.8478247
2886,Ang Mo Kio Ave 8,Blk 504,1.374773333,103.8481053
2887,Ang Mo Kio Ave 5,Nanyang Poly,1.376477779,103.8500347
2888,Ang Mo Kio Ave 5,Blk 502,1.376153348,103.8499921
2889,Ang Mo Kio Ind Pk 1,Opp Blk 4025,1.358746389,103.8558828
2890,Ang Mo Kio Ave 10,Blk 409A,1.362383063,103.8556828
2891,Ang Mo Kio Ave 10,Blk 475,1.362889989,103.855948
2892,Ang Mo Kio Ave 10,Blk 443,1.365741674,103.8560862
2893,Ang Mo Kio Ave 10,Blk 465,1.366389736,103.8566054
2894,Ang Mo Kio Ave 8,Aft Ang Mo Kio Int,1.371619722,103.8482886
2895,Ang Mo Kio Ave 8,Ang Mo Kio Stn,1.371373023,103.8486611
2896,Ang Mo Kio St 52,Blk 522,1.372946681,103.8516353
2897,Ang Mo Kio St 52,Opp Blk 522,1.372708333,103.8521389
2898,Ang Mo Kio St 52,Blk 527,1.372353056,103.8542292
2899,Ang Mo Kio St 52,Opp Blk 527,1.372061678,103.8548909
2900,Ang Mo Kio St 54,Blk 561,1.370346605,103.8581855
2901,Ang Mo Kio St 54,Blk 549,1.373284742,103.8571539
2902,Ang Mo Kio St 53,Blk 507,1.374181695,103.8507692
2903,Ang Mo Kio St 53,Opp Blk 507,1.374608105,103.8508896
2904,Ang Mo Kio Ave 5,Blk 643,1.377235018,103.8405965
2905,Ang Mo Kio Ave 5,Blk 151,1.376933361,103.841201
2906,Ang Mo Kio Ave 5,Blk 649,1.377479971,103.8433994
2907,Ang Mo Kio Ave 5,Opp Blk 649,1.37720167,103.8434968
2908,Ang Mo Kio Ave 5,Opp Blk 538,1.376134708,103.8532966
2909,Ang Mo Kio Ave 5,Blk 538,1.375793351,103.8532004
2910,Ang Mo Kio Ave 5,Ite Coll Ctrl,1.375994979,103.8557653
2911,Ang Mo Kio Ave 5,Opp Ite Coll Ctrl,1.375661389,103.8557967
2912,Ang Mo Kio Ave 5,Aft CTE,1.377171653,103.8601032
2913,Ang Mo Kio Ave 5,Bef CTE,1.377008067,103.8605536
2914,Ang Mo Kio Ave 5,Opp AMK Ind Pk 2,1.377871389,103.8626631
2915,Ang Mo Kio Ave 5,Aft Blk 5000,1.377588358,103.8625705
2916,Ang Mo Kio Ind Pk 2,Blk 5028,1.371676382,103.8634476
2917,Ang Mo Kio Ind Pk 2,Opp Blk 5023,1.371218056,103.8637356
2918,Ang Mo Kio Ind Pk 2,Blk 5046,1.373426407,103.8628875
2919,Ang Mo Kio Ind Pk 2,Opp Blk 5043,1.373359729,103.8630362
2920,Bishan Rd,OPP BISHAN PK,1.358399743,103.8513269
2921,Bishan Rd,BISHAN PK,1.358571111,103.8510481
2922,Ang Mo Kio Ave 10,Blk 532,1.37425473,103.8549193
2923,Ang Mo Kio Ave 10,Blk 540,1.374878174,103.8548308
2924,Ang Mo Kio Ave 10,Blk 574,1.371058333,103.8566583
2925,Ang Mo Kio Ave 10,Blk 555,1.371734416,103.8567189
2926,Ang Mo Kio Ind Pk 2,Opp Blk 5060,1.375306667,103.8617739
2927,Ang Mo Kio Ind Pk 2,Blk 5056,1.374894722,103.8618014
2928,Ang Mo Kio Ave 10,Townsville Pr Sch,1.359421389,103.8551458
2929,Ang Mo Kio Ave 10,Opp Townsville Pr Sch,1.359357778,103.8552925
2930,Ang Mo Kio Ave 1,BLK 220,1.364894705,103.8405742
2931,Ang Mo Kio Ave 1,OPP BLK 220,1.364671684,103.8405029
2932,Ang Mo Kio Ave 1,BLK 223,1.365953312,103.8377307
2933,Ang Mo Kio Ave 1,OPP BLK 223,1.36558807,103.8380167
2934,Ang Mo Kio Ind Pk 2,Bef Ang Mo Kio Ind Pk 2A,1.377021667,103.8669752
2935,Ang Mo Kio Ind Pk 2,Sing Ind Cplx,1.375739674,103.8646091
2936,Ang Mo Kio Ave 5,Opp Techplace 2,1.378542757,103.8655186
2937,Ang Mo Kio Ave 5,Techplace 2,1.37834008,103.8668627
2938,Ang Mo Kio St 63,Ang Mo Kio Depot,1.385898311,103.847577
2939,Yio Chu Kang Rd,Opp The Calrose,1.382261657,103.8357043
2940,Yio Chu Kang Rd,The Calrose,1.382283056,103.8361694
2941,Yio Chu Kang Rd,OPP SEASONS PK,1.385701178,103.8387271
2942,Yio Chu Kang Rd,SEASONS PK,1.385651937,103.8391711
2943,Yio Chu Kang Rd,Opp NCS Hub,1.389447742,103.8436033
2944,Yio Chu Kang Rd,NCS Hub,1.389157323,103.8438314
2945,Yio Chu Kang Rd,Opp Ue Bizhub Ctrl,1.391224067,103.846028
2946,Yio Chu Kang Rd,Ue Bizhub Ctrl,1.391105477,103.8465928
2947,Yio Chu Kang Rd,Opp ST Electronics,1.392399801,103.8489624
2948,Yio Chu Kang Rd,ST Electronics,1.392082265,103.8490952
2949,Yio Chu Kang Rd,Bef KLC Intl Inst,1.392462741,103.8526183
